recency,history,mens,womens,newbie,visit,conversion,spend,zip_code__rural,zip_code__surburban,zip_code__urban,channel__multichannel,channel__phone,channel__web,treatment
12,414.06,1,0,0,0,0,0.0,0,0,1,0,0,1,0
3,57.35,1,0,0,0,0,0.0,0,1,0,0,1,0,0
10,43.52,0,1,0,0,0,0.0,1,0,0,0,1,0,0
1,169.8,0,1,1,0,0,0.0,0,1,0,0,0,1,0
5,104.63,0,1,0,1,0,0.0,0,1,0,0,1,0,1
7,122.25,0,1,1,0,0,0.0,0,1,0,0,0,1,0
9,112.94,1,0,0,0,0,0.0,0,0,1,0,1,0,1
7,411.11,0,1,0,0,0,0.0,0,1,0,1,0,0,1
3,309.13,1,0,0,0,0,0.0,0,0,1,0,1,0,2
12,248.79,1,0,1,0,0,0.0,0,0,1,1,0,0,1
11,55.43,0,1,0,0,0,0.0,0,0,1,0,1,0,2
9,207.62,1,0,0,1,0,0.0,0,1,0,0,1,0,1
12,55.94,1,0,0,0,0,0.0,0,1,0,0,1,0,2
8,110.0,0,1,1,0,0,0.0,1,0,0,0,0,1,2
2,149.19,1,0,1,0,0,0.0,1,0,0,0,0,1,1
11,297.22,0,1,0,0,0,0.0,1,0,0,0,0,1,2
2,543.1,0,1,1,0,0,0.0,0,0,1,1,0,0,1
10,214.78,1,1,1,0,0,0.0,0,0,1,1,0,0,2
4,418.8,1,0,0,0,0,0.0,0,1,0,0,0,1,0
9,298.47,0,1,1,0,0,0.0,0,0,1,0,0,1,1
11,37.7,0,1,1,0,0,0.0,0,0,1,0,1,0,1
3,88.7,0,1,1,0,0,0.0,0,0,1,0,0,1,1
6,33.7,1,0,0,0,0,0.0,0,1,0,0,1,0,2
1,29.99,0,1,1,0,0,0.0,0,1,0,0,1,0,0
6,462.4,1,1,1,0,0,0.0,1,0,0,1,0,0,2
8,169.49,0,1,1,0,0,0.0,0,0,1,0,0,1,0
12,112.16,1,0,1,0,0,0.0,0,1,0,0,0,1,2
6,104.71,1,0,1,0,0,0.0,0,0,1,0,0,1,1
3,1222.42,1,1,1,1,0,0.0,0,0,1,0,0,1,1
9,60.08,1,0,1,1,0,0.0,0,0,1,0,0,1,2
12,60.04,0,1,1,0,0,0.0,0,0,1,0,0,1,1
2,408.98,1,1,1,0,0,0.0,0,0,1,1,0,0,0
2,210.53,0,1,0,0,0,0.0,0,1,0,0,0,1,1
5,764.06,1,0,1,1,0,0.0,1,0,0,0,0,1,0
2,334.05,1,0,0,0,0,0.0,0,1,0,1,0,0,0
6,590.41,0,1,1,1,0,0.0,0,1,0,0,0,1,2
4,624.02,1,0,1,0,0,0.0,0,0,1,0,0,1,1
12,62.59,1,0,1,0,0,0.0,0,1,0,0,1,0,1
9,29.99,0,1,1,0,0,0.0,0,0,1,0,0,1,1
9,219.04,1,1,1,1,0,0.0,0,1,0,1,0,0,2
1,336.45,1,1,0,0,0,0.0,0,1,0,0,1,0,1
1,187.15,0,1,0,1,0,0.0,1,0,0,0,0,1,2
4,193.99,0,1,0,0,0,0.0,0,0,1,0,0,1,2
1,29.99,1,0,0,0,0,0.0,1,0,0,0,0,1,1
12,29.99,0,1,1,0,0,0.0,1,0,0,0,0,1,1
6,29.99,0,1,0,0,0,0.0,0,1,0,0,0,1,2
2,288.28,0,1,0,0,0,0.0,0,1,0,0,1,0,2
2,351.86,0,1,0,0,0,0.0,1,0,0,1,0,0,1
3,92.71,1,0,1,0,0,0.0,0,0,1,0,0,1,2
3,652.48,1,1,1,0,0,0.0,0,0,1,0,0,1,2
5,376.61,1,0,0,0,0,0.0,0,0,1,0,0,1,2
1,29.99,1,0,0,0,0,0.0,0,1,0,0,0,1,0
7,509.71,1,0,1,0,0,0.0,0,0,1,0,0,1,0
4,591.58,1,1,1,0,0,0.0,0,0,1,1,0,0,0
7,29.99,1,0,0,0,0,0.0,0,1,0,0,1,0,0
1,29.99,0,1,1,0,0,0.0,0,0,1,0,1,0,0
3,29.99,1,0,0,0,0,0.0,0,1,0,0,0,1,2
9,200.4,0,1,0,0,0,0.0,0,0,1,0,1,0,0
10,29.99,0,1,0,1,0,0.0,1,0,0,0,0,1,1
7,83.21,0,1,0,0,0,0.0,0,0,1,0,0,1,1
6,29.99,0,1,0,0,0,0.0,0,0,1,0,1,0,2
10,45.94,1,0,1,0,0,0.0,0,1,0,0,0,1,2
9,33.6,0,1,1,0,0,0.0,0,1,0,0,0,1,1
4,114.44,1,0,1,1,0,0.0,0,0,1,0,0,1,2
3,532.72,0,1,1,0,0,0.0,0,1,0,0,0,1,0
9,72.3,0,1,0,0,0,0.0,1,0,0,0,0,1,2
1,813.4,1,0,1,0,0,0.0,0,0,1,0,1,0,2
6,529.78,1,0,1,0,0,0.0,0,1,0,1,0,0,1
9,35.26,0,1,1,0,0,0.0,0,1,0,0,1,0,2
6,509.75,1,1,1,0,0,0.0,0,1,0,0,0,1,0
9,862.47,0,1,1,0,0,0.0,0,1,0,0,0,1,1
6,468.95,0,1,1,0,0,0.0,0,1,0,1,0,0,1
4,78.28,1,0,1,0,0,0.0,0,0,1,0,1,0,0
3,123.23,0,1,0,0,0,0.0,0,1,0,0,1,0,2
2,357.6,1,1,0,0,0,0.0,0,1,0,0,0,1,2
2,239.33,1,1,0,0,0,0.0,0,0,1,0,1,0,0
9,376.87,1,0,0,0,0,0.0,0,0,1,0,1,0,0
8,462.43,1,1,0,0,0,0.0,0,1,0,0,0,1,1
4,214.78,0,1,1,0,0,0.0,0,0,1,0,1,0,0
1,1516.24,1,1,1,1,0,0.0,0,0,1,1,0,0,0
3,306.39,1,0,0,0,0,0.0,0,1,0,0,0,1,0
12,122.8,1,0,0,0,0,0.0,0,1,0,0,0,1,1
4,686.76,1,1,1,0,0,0.0,1,0,0,0,1,0,2
1,1248.76,1,0,1,0,0,0.0,1,0,0,0,1,0,1
8,223.76,1,1,0,0,0,0.0,0,1,0,0,0,1,1
9,29.99,1,0,0,1,0,0.0,0,1,0,0,1,0,1
10,61.26,0,1,1,0,0,0.0,0,0,1,0,1,0,0
7,339.05,1,0,1,0,0,0.0,0,1,0,0,1,0,2
9,166.46,0,1,1,0,0,0.0,0,1,0,0,0,1,1
10,29.99,1,0,0,0,0,0.0,1,0,0,0,0,1,2
2,760.55,0,1,1,0,0,0.0,0,1,0,0,1,0,0
9,45.47,0,1,0,0,0,0.0,0,0,1,0,1,0,2
3,663.31,1,1,1,0,0,0.0,0,1,0,0,1,0,1
12,214.97,1,0,0,0,0,0.0,1,0,0,0,0,1,0
9,910.07,1,1,1,0,0,0.0,0,1,0,1,0,0,2
1,834.46,0,1,1,0,0,0.0,0,1,0,1,0,0,0
1,68.54,1,0,0,1,0,0.0,0,1,0,0,1,0,1
2,490.66,0,1,0,1,0,0.0,0,1,0,0,0,1,0
10,49.29,0,1,0,0,0,0.0,0,1,0,0,1,0,0
2,29.99,0,1,0,1,0,0.0,0,1,0,0,1,0,1
5,341.73,0,1,1,0,0,0.0,0,1,0,0,1,0,2
6,91.73,1,0,0,0,0,0.0,0,1,0,0,1,0,2
1,194.56,1,0,0,0,0,0.0,0,1,0,0,0,1,2
1,454.79,1,0,0,1,0,0.0,0,1,0,1,0,0,2
9,111.53,0,1,0,0,0,0.0,0,1,0,0,1,0,0
7,29.99,1,0,0,0,0,0.0,0,0,1,0,1,0,2
10,152.29,0,1,0,0,0,0.0,1,0,0,0,0,1,2
1,121.05,0,1,0,1,0,0.0,0,1,0,0,1,0,0
2,493.02,1,0,0,0,0,0.0,0,0,1,0,0,1,2
9,474.25,1,0,0,0,0,0.0,0,0,1,0,1,0,0
4,115.76,1,0,1,0,0,0.0,0,1,0,0,1,0,0
6,314.79,1,1,0,0,0,0.0,0,0,1,0,0,1,1
2,1918.79,1,0,1,0,0,0.0,0,1,0,1,0,0,0
1,830.37,1,1,1,0,0,0.0,0,1,0,0,1,0,2
2,91.44,0,1,0,1,0,0.0,0,1,0,0,1,0,0
7,312.6,0,1,0,0,0,0.0,0,0,1,1,0,0,1
1,91.04,1,0,1,0,0,0.0,1,0,0,0,0,1,0
5,363.74,0,1,0,0,0,0.0,0,0,1,1,0,0,2
4,135.98,0,1,1,0,0,0.0,0,0,1,0,0,1,2
12,149.92,1,0,0,1,0,0.0,0,0,1,0,0,1,2
2,129.11,0,1,0,0,0,0.0,0,0,1,0,0,1,2
2,99.92,1,0,1,1,0,0.0,0,1,0,0,0,1,2
2,507.99,0,1,1,0,0,0.0,0,1,0,0,0,1,2
1,525.73,1,1,1,0,0,0.0,0,1,0,0,1,0,1
9,140.68,1,0,1,0,0,0.0,0,0,1,0,1,0,2
2,242.71,1,0,1,0,0,0.0,0,1,0,0,0,1,0
10,336.08,0,1,1,0,0,0.0,0,1,0,0,1,0,2
12,76.69,1,0,0,0,0,0.0,0,1,0,0,1,0,0
2,54.19,0,1,1,0,0,0.0,0,1,0,0,1,0,1
10,97.87,1,0,0,0,0,0.0,1,0,0,0,0,1,0
1,79.23,0,1,1,0,0,0.0,0,0,1,0,0,1,1
3,567.99,1,0,1,0,0,0.0,0,0,1,1,0,0,0
10,331.63,1,0,0,0,0,0.0,0,0,1,0,1,0,1
4,162.09,1,0,1,0,0,0.0,0,0,1,0,1,0,1
11,74.11,1,0,1,0,0,0.0,0,0,1,0,0,1,1
10,382.7,0,1,1,0,0,0.0,0,0,1,0,0,1,0
1,235.1,1,1,0,0,0,0.0,1,0,0,0,0,1,2
3,236.47,0,1,1,0,0,0.0,0,1,0,0,0,1,0
6,59.66,0,1,1,0,0,0.0,0,0,1,0,0,1,0
2,364.55,0,1,0,1,0,0.0,0,0,1,0,0,1,2
5,242.39,0,1,0,0,0,0.0,0,0,1,0,1,0,0
6,187.46,0,1,0,0,0,0.0,0,0,1,0,0,1,2
12,35.58,1,0,0,0,0,0.0,0,0,1,0,1,0,0
6,144.2,0,1,0,0,0,0.0,0,0,1,0,1,0,2
3,157.48,1,0,1,0,0,0.0,0,0,1,0,0,1,1
4,331.57,0,1,1,0,0,0.0,0,0,1,1,0,0,0
1,623.44,0,1,1,0,0,0.0,0,0,1,0,1,0,0
7,67.57,1,0,0,0,0,0.0,0,1,0,0,0,1,1
5,180.69,1,0,1,1,0,0.0,0,1,0,0,1,0,1
7,29.99,1,0,1,0,0,0.0,0,1,0,0,1,0,0
3,936.59,1,1,1,0,0,0.0,0,1,0,0,1,0,2
1,326.39,1,0,1,0,0,0.0,0,1,0,1,0,0,0
6,169.1,1,0,0,0,0,0.0,0,1,0,0,0,1,2
1,842.96,1,1,1,0,0,0.0,0,0,1,0,0,1,2
3,54.79,1,0,0,0,0,0.0,0,1,0,0,0,1,2
9,457.22,1,0,1,0,0,0.0,0,0,1,0,1,0,0
8,315.47,1,1,0,0,0,0.0,0,1,0,0,1,0,0
4,212.31,1,0,0,0,0,0.0,1,0,0,0,0,1,0
12,29.99,1,0,0,0,0,0.0,0,0,1,0,1,0,1
9,75.24,0,1,0,0,0,0.0,0,0,1,0,0,1,1
12,56.56,0,1,1,0,0,0.0,0,0,1,0,1,0,0
9,83.87,1,0,1,0,0,0.0,0,0,1,0,1,0,2
2,104.52,0,1,1,0,0,0.0,0,0,1,0,1,0,1
8,241.1,1,1,1,0,0,0.0,0,1,0,0,0,1,0
9,432.19,0,1,0,0,0,0.0,0,1,0,1,0,0,0
3,237.14,1,0,1,0,0,0.0,0,1,0,0,1,0,2
4,257.51,0,1,1,0,0,0.0,0,0,1,0,0,1,1
4,294.63,1,1,0,1,0,0.0,0,1,0,0,0,1,2
8,29.99,0,1,0,0,0,0.0,1,0,0,0,0,1,1
7,29.99,1,0,1,0,0,0.0,0,1,0,0,0,1,0
8,407.51,0,1,0,0,0,0.0,0,1,0,0,1,0,2
4,83.14,1,0,0,1,0,0.0,0,0,1,0,1,0,1
5,45.27,0,1,1,0,0,0.0,0,0,1,0,1,0,2
7,273.76,0,1,0,0,0,0.0,0,1,0,0,0,1,0
9,379.06,1,0,1,0,0,0.0,0,1,0,0,1,0,0
11,115.32,1,0,1,0,0,0.0,0,0,1,0,1,0,2
9,194.46,0,1,0,0,0,0.0,0,1,0,0,0,1,0
9,217.65,1,0,1,0,0,0.0,0,0,1,0,0,1,0
11,412.52,1,0,0,1,0,0.0,0,1,0,1,0,0,0
8,29.99,1,0,0,0,0,0.0,1,0,0,0,1,0,0
11,124.95,0,1,1,0,0,0.0,1,0,0,0,1,0,2
3,221.23,0,1,0,0,0,0.0,0,1,0,0,1,0,0
1,29.99,1,0,0,0,0,0.0,0,0,1,0,1,0,1
6,399.66,0,1,1,0,0,0.0,0,1,0,0,1,0,1
10,164.96,1,0,0,1,0,0.0,0,1,0,0,0,1,0
10,33.0,0,1,0,0,0,0.0,0,0,1,0,0,1,2
10,85.77,0,1,1,0,0,0.0,0,0,1,0,1,0,1
9,180.35,1,0,1,0,0,0.0,0,1,0,0,1,0,2
1,563.61,0,1,1,0,0,0.0,0,1,0,0,1,0,0
10,51.3,1,0,1,0,0,0.0,0,1,0,0,0,1,1
12,176.89,1,0,1,0,0,0.0,0,1,0,0,0,1,1
1,182.27,0,1,0,0,0,0.0,1,0,0,0,0,1,0
4,424.44,0,1,0,1,0,0.0,1,0,0,0,1,0,1
3,398.37,1,0,1,0,0,0.0,0,0,1,1,0,0,1
3,125.78,0,1,0,1,1,29.99,0,0,1,0,1,0,2
1,198.51,0,1,1,0,0,0.0,0,1,0,0,0,1,2
10,232.35,1,0,0,0,0,0.0,0,1,0,0,0,1,1
4,154.76,1,0,1,0,0,0.0,0,0,1,0,1,0,2
7,458.75,1,1,0,0,0,0.0,0,1,0,0,0,1,2
6,66.1,1,0,1,0,0,0.0,0,0,1,0,1,0,0
10,690.0,1,0,1,0,0,0.0,0,1,0,1,0,0,2
1,29.99,0,1,0,1,0,0.0,1,0,0,0,1,0,1
10,92.69,1,0,1,0,0,0.0,0,1,0,0,0,1,1
7,386.25,0,1,0,0,0,0.0,0,0,1,1,0,0,2
10,160.37,0,1,1,0,0,0.0,0,1,0,0,1,0,0
6,482.99,0,1,0,0,0,0.0,0,1,0,0,1,0,1
2,151.96,0,1,1,0,0,0.0,0,1,0,0,1,0,2
12,233.89,1,0,1,0,0,0.0,1,0,0,0,1,0,1
1,173.06,1,0,0,1,0,0.0,1,0,0,0,0,1,1
4,276.33,1,0,1,1,1,29.99,0,1,0,0,0,1,2
8,29.99,0,1,1,0,0,0.0,0,1,0,0,0,1,2
6,119.58,1,0,1,0,0,0.0,0,1,0,0,0,1,0
12,97.6,1,0,1,1,0,0.0,0,1,0,0,1,0,2
3,197.13,1,0,1,0,0,0.0,0,1,0,0,1,0,2
1,221.02,1,0,0,0,0,0.0,0,1,0,0,1,0,0
3,158.21,0,1,1,0,0,0.0,0,0,1,0,0,1,0
6,58.49,1,0,0,0,0,0.0,0,1,0,0,1,0,2
11,589.57,1,0,1,0,0,0.0,0,0,1,0,0,1,1
2,100.42,0,1,0,0,0,0.0,0,0,1,0,0,1,0
2,105.95,1,0,0,0,0,0.0,0,0,1,0,0,1,2
10,245.94,1,1,0,1,0,0.0,0,1,0,1,0,0,0
11,309.24,0,1,0,0,0,0.0,0,1,0,0,1,0,1
2,993.41,1,1,1,1,0,0.0,0,0,1,1,0,0,1
8,315.43,1,1,1,0,0,0.0,0,1,0,0,0,1,1
1,29.99,0,1,1,0,0,0.0,1,0,0,0,1,0,2
3,29.99,1,0,1,0,0,0.0,0,1,0,0,0,1,2
2,738.65,1,0,1,1,0,0.0,0,0,1,0,0,1,2
6,99.97,1,0,1,1,1,76.51,0,0,1,0,0,1,2
6,62.47,1,0,0,1,0,0.0,0,1,0,0,0,1,2
4,29.99,0,1,1,0,0,0.0,0,0,1,0,1,0,0
2,432.57,0,1,0,0,0,0.0,0,0,1,0,1,0,2
6,65.48,1,0,0,0,0,0.0,0,1,0,0,1,0,2
11,261.59,0,1,0,0,0,0.0,0,1,0,0,1,0,2
2,214.89,0,1,1,0,0,0.0,1,0,0,0,0,1,0
8,49.86,1,0,0,0,0,0.0,0,1,0,0,0,1,1
7,176.75,0,1,0,0,0,0.0,0,0,1,0,0,1,1
3,742.55,1,0,1,0,0,0.0,1,0,0,1,0,0,1
8,92.93,1,0,0,1,0,0.0,0,1,0,0,0,1,1
6,32.3,0,1,1,0,0,0.0,0,1,0,0,1,0,2
10,30.88,1,0,0,0,0,0.0,0,1,0,0,0,1,2
2,52.77,0,1,1,0,0,0.0,0,0,1,0,0,1,0
6,137.51,1,0,0,0,0,0.0,1,0,0,0,0,1,1
1,504.43,1,1,1,0,0,0.0,0,0,1,0,0,1,1
6,84.55,0,1,0,0,0,0.0,0,1,0,0,0,1,1
2,289.15,1,0,1,0,0,0.0,1,0,0,0,1,0,1
2,290.76,1,0,0,0,0,0.0,0,1,0,1,0,0,2
2,249.55,0,1,0,0,0,0.0,0,0,1,0,0,1,1
9,210.27,1,0,1,0,0,0.0,0,0,1,0,1,0,1
10,117.71,1,0,1,0,0,0.0,0,1,0,0,0,1,0
3,324.4,1,0,0,1,1,43.49,0,1,0,0,1,0,2
4,32.92,0,1,0,0,0,0.0,0,1,0,0,0,1,0
3,719.13,1,1,1,0,0,0.0,0,0,1,0,1,0,0
2,29.99,1,0,0,0,0,0.0,0,0,1,0,1,0,1
3,212.47,0,1,0,1,0,0.0,0,1,0,0,1,0,1
11,124.1,1,0,1,0,0,0.0,0,1,0,0,0,1,1
2,29.99,1,0,1,0,0,0.0,0,0,1,0,0,1,0
10,451.92,0,1,1,0,0,0.0,0,0,1,0,0,1,0
2,51.27,0,1,1,0,0,0.0,0,0,1,0,1,0,2
12,126.95,1,0,0,0,0,0.0,0,0,1,0,0,1,0
2,114.1,0,1,0,1,0,0.0,0,0,1,0,0,1,2
2,29.99,0,1,0,0,0,0.0,0,1,0,0,1,0,1
12,33.49,0,1,1,0,0,0.0,0,1,0,0,1,0,0
9,54.24,1,0,1,0,0,0.0,0,1,0,0,0,1,2
6,52.35,0,1,0,0,0,0.0,0,0,1,0,0,1,0
6,29.99,0,1,0,1,0,0.0,1,0,0,0,0,1,0
2,540.19,1,0,1,0,0,0.0,0,0,1,1,0,0,1
12,62.58,1,0,1,0,0,0.0,0,1,0,0,1,0,2
9,175.25,1,0,0,0,0,0.0,0,0,1,0,1,0,2
8,461.14,1,1,0,0,0,0.0,1,0,0,0,0,1,1
1,289.97,1,0,1,0,0,0.0,0,0,1,0,0,1,1
3,389.01,1,0,0,0,0,0.0,0,1,0,0,0,1,1
9,201.07,0,1,0,0,0,0.0,0,1,0,0,0,1,1
1,149.44,0,1,0,0,0,0.0,0,0,1,0,1,0,2
2,383.6,1,1,0,0,0,0.0,0,0,1,0,1,0,2
3,439.93,1,1,0,1,0,0.0,0,0,1,0,0,1,0
4,182.85,0,1,0,1,1,91.76,1,0,0,0,0,1,2
7,305.15,1,0,0,1,0,0.0,1,0,0,0,0,1,2
7,558.2,0,1,1,0,0,0.0,0,1,0,0,0,1,1
9,29.99,1,0,1,0,0,0.0,1,0,0,0,1,0,1
2,1133.3,1,1,1,1,0,0.0,0,1,0,0,0,1,0
7,76.62,1,0,0,0,0,0.0,0,0,1,0,1,0,2
4,115.36,1,0,0,0,0,0.0,0,0,1,0,0,1,0
3,559.41,0,1,1,0,0,0.0,0,1,0,0,1,0,1
9,474.78,0,1,0,0,0,0.0,0,1,0,1,0,0,0
1,1262.47,1,0,1,0,0,0.0,0,1,0,1,0,0,0
2,1044.67,0,1,1,1,0,0.0,1,0,0,0,0,1,1
7,222.58,1,0,0,0,0,0.0,0,0,1,0,1,0,1
2,251.2,0,1,0,0,0,0.0,1,0,0,0,1,0,0
4,535.42,1,0,1,0,0,0.0,0,1,0,0,0,1,2
9,36.96,0,1,0,1,0,0.0,0,1,0,0,1,0,0
3,132.24,1,0,0,0,0,0.0,0,0,1,0,0,1,1
10,365.8,1,1,1,0,0,0.0,1,0,0,0,1,0,1
1,121.98,0,1,0,0,0,0.0,0,0,1,0,0,1,1
4,43.66,0,1,0,0,0,0.0,0,0,1,0,0,1,0
10,134.82,0,1,0,0,0,0.0,0,1,0,0,0,1,0
1,64.53,0,1,1,0,0,0.0,0,1,0,0,0,1,2
1,940.87,1,0,1,0,0,0.0,0,1,0,1,0,0,0
2,55.24,1,0,1,0,0,0.0,0,1,0,0,1,0,1
9,105.74,1,0,0,1,0,0.0,0,1,0,0,0,1,2
8,111.67,1,0,0,0,0,0.0,0,1,0,0,1,0,1
11,125.37,0,1,1,0,0,0.0,0,0,1,0,0,1,0
10,29.99,1,0,0,0,0,0.0,1,0,0,0,0,1,0
1,150.04,0,1,1,0,0,0.0,0,1,0,0,1,0,1
10,80.4,0,1,0,0,0,0.0,0,1,0,0,1,0,2
1,1277.0,1,1,1,1,0,0.0,0,0,1,0,1,0,2
9,327.7,1,1,0,0,0,0.0,0,1,0,0,0,1,2
9,29.99,1,0,1,0,0,0.0,0,1,0,0,1,0,1
4,426.37,1,1,1,0,0,0.0,1,0,0,1,0,0,2
8,29.99,1,0,0,0,0,0.0,0,0,1,0,1,0,2
3,496.6,0,1,1,0,0,0.0,1,0,0,0,0,1,2
11,77.1,1,0,1,0,0,0.0,0,0,1,0,1,0,2
11,160.11,0,1,1,0,0,0.0,1,0,0,0,0,1,0
3,386.69,0,1,0,1,0,0.0,0,0,1,1,0,0,2
9,43.22,1,0,1,0,0,0.0,0,1,0,0,1,0,0
1,95.35,0,1,0,0,0,0.0,0,0,1,0,0,1,1
11,29.99,0,1,1,0,0,0.0,0,1,0,0,1,0,1
10,29.99,0,1,0,0,0,0.0,0,1,0,0,0,1,0
7,126.72,1,0,0,0,0,0.0,0,0,1,0,1,0,2
5,357.55,1,0,0,0,0,0.0,0,0,1,0,1,0,0
4,113.77,0,1,0,0,0,0.0,0,0,1,0,1,0,2
10,377.69,1,1,1,0,0,0.0,0,1,0,0,1,0,0
1,393.04,1,0,0,1,0,0.0,1,0,0,0,0,1,2
2,55.77,1,0,0,1,1,499.0,0,0,1,0,1,0,0
12,77.93,0,1,0,0,0,0.0,0,1,0,0,0,1,0
10,64.17,0,1,1,0,0,0.0,1,0,0,0,0,1,2
2,30.29,0,1,1,0,0,0.0,0,0,1,0,1,0,1
3,105.1,1,0,1,0,0,0.0,0,1,0,0,0,1,0
2,341.52,1,0,0,0,0,0.0,0,1,0,0,1,0,1
9,530.26,1,0,1,0,0,0.0,0,0,1,1,0,0,2
5,216.21,1,1,0,1,0,0.0,0,1,0,0,1,0,2
1,226.49,1,0,1,0,0,0.0,0,0,1,0,1,0,1
3,862.6,0,1,1,0,0,0.0,0,0,1,1,0,0,0
10,66.24,0,1,0,0,0,0.0,0,0,1,0,1,0,2
6,398.7,0,1,0,0,0,0.0,0,1,0,0,1,0,0
4,1600.55,1,1,1,0,0,0.0,0,0,1,0,1,0,1
4,167.7,1,0,0,0,0,0.0,0,0,1,0,1,0,1
1,147.9,1,0,0,0,0,0.0,1,0,0,0,1,0,0
9,29.99,0,1,0,0,0,0.0,0,1,0,0,1,0,1
1,437.69,0,1,0,0,0,0.0,0,0,1,0,0,1,1
1,177.9,1,0,0,0,0,0.0,1,0,0,0,0,1,0
11,277.07,0,1,1,0,0,0.0,0,1,0,0,0,1,1
4,1481.44,1,0,1,1,0,0.0,0,1,0,0,1,0,2
10,95.1,1,0,1,0,0,0.0,0,1,0,0,0,1,2
3,95.17,0,1,0,0,0,0.0,0,1,0,0,0,1,0
3,410.94,0,1,0,0,0,0.0,0,0,1,0,1,0,1
8,201.07,0,1,0,0,0,0.0,0,1,0,0,0,1,1
2,29.99,1,0,0,0,0,0.0,0,0,1,0,0,1,0
7,254.45,0,1,0,0,0,0.0,0,1,0,0,1,0,0
2,185.98,1,0,1,0,0,0.0,0,1,0,0,0,1,1
8,558.18,1,0,1,0,0,0.0,0,0,1,1,0,0,1
3,138.57,0,1,1,0,0,0.0,0,0,1,0,0,1,2
11,306.97,0,1,0,0,0,0.0,1,0,0,0,1,0,1
10,131.26,1,0,1,0,0,0.0,0,0,1,0,0,1,2
2,29.99,1,0,0,1,0,0.0,0,1,0,0,0,1,0
10,410.53,0,1,0,0,0,0.0,0,0,1,0,1,0,2
6,533.13,1,0,1,0,0,0.0,0,0,1,0,1,0,2
3,231.9,1,0,0,0,0,0.0,0,1,0,0,1,0,0
11,76.71,1,0,1,0,0,0.0,0,1,0,0,0,1,0
5,42.5,1,0,1,0,0,0.0,0,0,1,0,1,0,1
2,88.91,1,0,1,0,0,0.0,0,0,1,0,0,1,2
4,56.81,1,0,0,0,0,0.0,0,0,1,0,0,1,1
2,487.21,1,0,0,0,0,0.0,0,1,0,1,0,0,0
4,130.82,0,1,0,1,0,0.0,0,0,1,0,1,0,0
5,106.43,1,0,1,0,0,0.0,0,1,0,0,0,1,0
1,188.14,1,0,1,0,0,0.0,0,1,0,0,0,1,2
8,35.39,1,0,0,1,0,0.0,0,1,0,0,0,1,1
8,29.99,0,1,0,0,0,0.0,0,0,1,0,0,1,0
2,107.99,0,1,0,0,0,0.0,0,1,0,0,0,1,1
11,91.75,1,0,0,0,0,0.0,0,1,0,0,0,1,0
7,433.53,1,0,0,0,0,0.0,0,0,1,1,0,0,1
1,62.52,1,0,1,1,0,0.0,1,0,0,0,1,0,2
8,241.81,0,1,0,1,0,0.0,1,0,0,0,1,0,2
10,172.4,1,0,0,0,0,0.0,0,0,1,0,0,1,2
2,324.56,1,1,0,0,0,0.0,0,1,0,0,1,0,1
1,319.37,1,0,1,1,0,0.0,0,0,1,0,0,1,0
10,373.45,0,1,0,0,0,0.0,0,0,1,0,1,0,1
9,29.99,1,0,0,0,0,0.0,0,1,0,0,0,1,0
1,163.85,1,0,1,0,0,0.0,0,1,0,0,0,1,1
9,179.51,1,0,0,0,0,0.0,0,0,1,0,0,1,0
4,29.99,1,0,1,0,0,0.0,0,1,0,0,0,1,1
4,558.32,0,1,1,0,0,0.0,0,1,0,0,0,1,0
1,763.02,1,0,1,0,0,0.0,0,0,1,0,0,1,0
3,117.4,0,1,1,1,0,0.0,0,0,1,0,1,0,0
5,37.01,1,0,1,0,0,0.0,0,1,0,0,1,0,1
1,515.08,0,1,1,0,0,0.0,0,0,1,1,0,0,2
1,512.44,1,1,1,0,0,0.0,0,0,1,1,0,0,2
8,337.94,0,1,0,0,0,0.0,0,0,1,0,1,0,2
2,905.83,1,1,1,0,0,0.0,0,0,1,1,0,0,1
1,234.88,0,1,0,0,0,0.0,0,0,1,0,1,0,1
4,631.0,1,0,1,0,0,0.0,1,0,0,0,1,0,1
1,545.54,1,0,1,0,0,0.0,0,0,1,0,1,0,2
9,29.99,0,1,0,0,0,0.0,0,0,1,0,0,1,2
1,203.08,0,1,1,0,0,0.0,0,0,1,0,1,0,1
6,179.2,0,1,1,1,0,0.0,0,0,1,0,0,1,2
10,123.03,0,1,0,0,0,0.0,0,1,0,0,0,1,0
6,123.7,1,0,0,0,0,0.0,0,1,0,0,0,1,2
4,828.27,1,1,1,0,0,0.0,0,1,0,0,0,1,1
3,88.64,0,1,0,0,0,0.0,0,1,0,0,0,1,2
10,182.92,0,1,1,0,0,0.0,0,1,0,0,0,1,2
6,91.6,0,1,0,0,0,0.0,0,1,0,0,1,0,1
9,91.73,0,1,1,0,0,0.0,0,0,1,0,1,0,1
4,43.18,1,0,1,0,0,0.0,0,0,1,0,0,1,2
6,451.35,0,1,0,0,0,0.0,0,1,0,1,0,0,2
2,31.89,0,1,1,0,0,0.0,0,1,0,0,0,1,1
5,713.27,0,1,1,0,0,0.0,1,0,0,0,1,0,2
1,175.68,1,0,0,0,0,0.0,0,1,0,0,0,1,0
10,29.99,1,0,0,0,0,0.0,0,1,0,0,1,0,2
5,126.2,1,0,1,0,0,0.0,1,0,0,0,1,0,0
1,41.79,1,0,0,0,0,0.0,0,0,1,0,1,0,1
